#closure_type,name1,name2,closure_start,closure_end
location,fox_hill_community_center,campzone_a,0,22
location,all_saints_anglican_auditorium,campzone_a,0,22
location,salvation_army_mackey,campzone_a,0,19
location,enoch_backford_shelter,campzone_a,0,17
location,campzone_c,campzone_a,0,22
